ID,Sex,Twin,BirthYear,Survival,Lifespan,MotherID,FatherID,MumAge,DadAge,MumAgeClass,DadAgeClass,MumLifespan,DadLifespan
1357,Female,0,2001,0,0,527,315,0,5,LambMum,AdultDad,9,6
1358,Male,0,2001,0,0,288,228,7,5,AdultMum,AdultDad,8,9
1359,Male,0,2001,0,0,503,341,0,1,LambMum,AdultDad,11,2
1360,Female,1,2001,0,0,354,266,5,4,AdultMum,AdultDad,13,5
1361,Female,0,2001,0,0,439,356,2,4,AdultMum,AdultDad,8,5
1362,Male,1,2001,0,0,408,487,4,1,AdultMum,AdultDad,8,7
1363,Female,0,2001,0,0,270,353,8,3,AdultMum,AdultDad,9,7
1364,Male,1,2001,0,0,404,366,4,0,AdultMum,LambDad,11,0
1365,Female,0,2001,0,0,475,275,1,3,AdultMum,AdultDad,3,3
1366,Female,0,2001,0,0,512,295,0,1,LambMum,AdultDad,1,2
1367,Female,0,2001,0,0,242,309,8,1,AdultMum,AdultDad,11,2
1368,Female,0,2001,0,0,277,282,8,1,AdultMum,AdultDad,12,2
1369,Male,0,2001,0,0,269,336,8,0,AdultMum,LambDad,9,0
1370,Male,0,2001,0,0,222,332,9,0,AdultMum,LambDad,10,1
1371,Female,0,2001,0,0,385,262,4,4,AdultMum,AdultDad,8,5
1372,Male,0,2001,0,0,366,305,5,1,AdultMum,AdultDad,10,7
1373,Female,0,2001,0,0,472,358,1,4,AdultMum,AdultDad,2,6
1374,Female,0,2001,1,7,414,359,3,4,AdultMum,AdultDad,9,6
1375,Male,0,2001,0,0,420,352,3,3,AdultMum,AdultDad,9,3
1376,Male,1,2001,0,0,295,262,7,4,AdultMum,AdultDad,8,5
1377,Female,0,2001,0,0,496,284,0,1,LambMum,AdultDad,1,2
1378,Female,1,2001,0,0,354,359,5,4,AdultMum,AdultDad,13,6
1379,Female,0,2001,0,0,480,355,1,3,AdultMum,AdultDad,2,3
1380,Female,0,2001,0,0,403,286,4,1,AdultMum,AdultDad,12,2
1381,Female,0,2001,0,0,353,341,5,1,AdultMum,AdultDad,11,2
1382,Female,0,2001,0,0,299,315,7,5,AdultMum,AdultDad,8,6
1383,Female,0,2001,0,0,413,357,3,4,AdultMum,AdultDad,9,6
1384,Male,0,2001,0,0,467,351,1,3,AdultMum,AdultDad,2,3
1385,Male,1,2001,0,0,377,267,5,4,AdultMum,AdultDad,6,8
1386,Female,1,2001,0,0,327,357,6,4,AdultMum,AdultDad,7,6
1387,Male,1,2001,0,0,377,267,5,4,AdultMum,AdultDad,6,8
1388,Male,0,2001,0,0,449,300,1,1,AdultMum,AdultDad,7,2
1389,Female,0,2001,0,0,471,356,1,4,AdultMum,AdultDad,5,5
1390,Female,0,2001,0,0,473,267,1,4,AdultMum,AdultDad,5,8
1391,Female,0,2001,0,0,442,372,3,5,AdultMum,AdultDad,7,6
1392,Female,0,2001,0,0,470,286,1,1,AdultMum,AdultDad,9,2
1393,Male,0,2001,0,0,276,361,8,5,AdultMum,AdultDad,9,6
1394,Female,0,2001,1,10,373,295,5,1,AdultMum,AdultDad,9,2
1395,Female,0,2001,1,3,396,302,4,1,AdultMum,AdultDad,10,2
1396,Female,0,2001,1,15,279,311,7,1,AdultMum,AdultDad,11,2
1397,Male,0,2001,0,0,186,312,10,1,AdultMum,AdultDad,12,5
1398,Female,0,2001,0,0,424,236,3,5,AdultMum,AdultDad,9,8
1399,Male,0,2001,0,0,361,307,5,1,AdultMum,AdultDad,9,2
1400,Female,1,2001,0,0,419,361,3,5,AdultMum,AdultDad,10,6
1401,Male,1,2001,0,0,419,298,3,1,AdultMum,AdultDad,10,2
1402,Male,0,2001,0,0,468,315,1,5,AdultMum,AdultDad,10,6
1403,Male,0,2001,0,0,331,232,5,5,AdultMum,AdultDad,8,6
1404,Female,0,2001,0,0,521,230,0,5,LambMum,AdultDad,1,6
1405,Female,0,2001,0,0,452,292,1,1,AdultMum,AdultDad,5,5
1406,Female,1,2001,0,0,382,211,5,7,AdultMum,AdultDad,6,7
1407,Male,0,2001,0,0,466,305,1,1,AdultMum,AdultDad,2,7
1408,Male,0,2001,0,0,393,236,4,5,AdultMum,AdultDad,5,8
1409,Female,0,2001,0,0,243,330,8,0,AdultMum,LambDad,9,1
1410,Male,0,2001,0,0,482,236,1,5,AdultMum,AdultDad,5,8
1411,Female,0,2001,0,0,310,327,7,0,AdultMum,LambDad,11,1
1412,Female,0,2001,0,0,481,166,1,8,AdultMum,AdultDad,2,9
1413,Male,0,2001,0,0,334,338,5,1,AdultMum,AdultDad,9,2
1414,Male,1,2001,0,0,298,166,7,8,AdultMum,AdultDad,8,9
1415,Male,0,2001,0,0,446,315,1,5,AdultMum,AdultDad,2,6
1416,Male,0,2001,0,0,352,357,5,4,AdultMum,AdultDad,9,6
1417,Female,0,2001,0,0,486,423,1,1,AdultMum,AdultDad,8,3
1418,Female,0,2001,0,0,428,337,3,0,AdultMum,LambDad,9,7
1419,Female,0,2001,0,0,319,251,6,5,AdultMum,AdultDad,12,6
1420,Female,0,2001,0,0,297,237,7,5,AdultMum,AdultDad,11,6
1421,Male,0,2001,0,0,451,364,1,1,AdultMum,AdultDad,7,7
1422,Male,1,2001,0,0,416,303,3,1,AdultMum,AdultDad,11,6
1423,Female,0,2001,0,0,341,315,5,5,AdultMum,AdultDad,6,6
1424,Male,0,2001,0,0,454,209,1,7,AdultMum,AdultDad,2,8
1425,Male,0,2001,0,0,427,315,3,5,AdultMum,AdultDad,9,6
1426,Male,0,2001,0,0,479,353,1,3,AdultMum,AdultDad,7,7
1427,Male,0,2001,0,0,425,372,3,5,AdultMum,AdultDad,7,6
1428,Female,0,2001,0,0,402,275,4,3,AdultMum,AdultDad,8,3
1429,Female,0,2000,1,4,401,267,3,3,AdultMum,AdultDad,9,8
1430,Male,0,2001,0,0,535,280,0,2,LambMum,AdultDad,1,3
1431,Male,0,2000,1,1,418,305,2,0,AdultMum,LambDad,9,7
1432,Female,0,2000,1,1,465,368,0,0,LambMum,LambDad,6,7
1433,Male,0,1999,1,2,344,242,3,3,AdultMum,AdultDad,6,3
1434,Male,0,2002,1,7,336,252,6,5,AdultMum,AdultDad,12,5
1435,Male,0,2002,0,0,251,318,9,1,AdultMum,AdultDad,12,4
1436,Male,0,2002,1,1,319,356,7,5,AdultMum,AdultDad,12,5
1437,Male,0,2002,1,2,418,236,4,6,AdultMum,AdultDad,9,8
1438,Female,0,2002,1,7,405,228,5,6,AdultMum,AdultDad,11,9
1439,Female,0,2002,1,2,333,209,6,8,AdultMum,AdultDad,9,8
1440,Male,0,2002,0,0,334,272,6,4,AdultMum,AdultDad,9,4
1441,Female,1,2002,1,8,416,238,4,6,AdultMum,AdultDad,11,6
1442,Male,0,2002,1,4,398,228,5,6,AdultMum,AdultDad,10,9
1443,Female,0,2002,0,0,345,252,6,5,AdultMum,AdultDad,9,5
1444,Male,0,2002,1,8,285,266,8,5,AdultMum,AdultDad,11,5
1445,Male,0,2002,1,4,431,236,4,6,AdultMum,AdultDad,11,8
1446,Male,0,2002,1,1,385,236,5,6,AdultMum,AdultDad,8,8
1447,Male,0,2002,1,1,168,228,11,6,AdultMum,AdultDad,12,9
1448,Female,0,2002,0,0,255,321,9,1,AdultMum,AdultDad,12,1
1449,Female,0,2002,1,6,337,266,6,5,AdultMum,AdultDad,10,5
1450,Male,0,2002,1,2,367,230,6,6,AdultMum,AdultDad,9,6
1451,Female,0,2002,1,2,434,367,3,1,AdultMum,AdultDad,8,1
1452,Male,0,2002,1,2,283,287,8,2,AdultMum,AdultDad,11,5
1453,Male,0,2002,1,2,479,293,2,2,AdultMum,AdultDad,7,2
1454,Male,0,2002,1,4,426,278,4,5,AdultMum,AdultDad,7,8
1455,Male,0,2002,1,7,353,329,6,1,AdultMum,AdultDad,11,8
1456,Female,0,2002,1,9,413,365,4,1,AdultMum,AdultDad,9,4
1457,Male,0,2002,1,2,438,363,3,0,AdultMum,LambDad,8,0
1458,Female,1,2002,1,2,355,237,6,6,AdultMum,AdultDad,15,6
1459,Female,0,2002,1,9,463,209,2,8,AdultMum,AdultDad,5,8
1460,Female,0,2002,1,8,411,228,5,6,AdultMum,AdultDad,10,9
1461,Male,1,2002,1,4,378,350,6,4,AdultMum,AdultDad,11,4
1462,Female,0,2002,0,0,323,266,7,5,AdultMum,AdultDad,9,5
1463,Female,0,2002,1,8,437,411,3,0,AdultMum,LambDad,12,0
1464,Female,1,2002,1,9,441,321,4,1,AdultMum,AdultDad,9,1
1465,Female,1,2002,1,2,441,266,4,5,AdultMum,AdultDad,9,5
1466,Male,0,2002,1,2,389,262,5,5,AdultMum,AdultDad,8,5
1467,Male,0,2002,1,1,458,285,2,2,AdultMum,AdultDad,15,5
1468,Female,0,2002,1,9,507,281,1,2,AdultMum,AdultDad,10,5
1469,Male,0,2002,1,5,415,287,4,2,AdultMum,AdultDad,9,5
1470,Male,0,2002,1,1,403,322,5,1,AdultMum,AdultDad,12,1
1471,Female,0,2002,1,2,489,209,3,8,AdultMum,AdultDad,6,8
1472,Female,0,2002,1,8,331,297,6,2,AdultMum,AdultDad,8,7
1473,Female,0,2002,1,4,419,350,4,4,AdultMum,AdultDad,10,4
1474,Male,0,2002,1,2,420,335,4,1,AdultMum,AdultDad,9,1
1475,Male,0,2002,1,2,455,288,2,2,AdultMum,AdultDad,5,2
1476,Male,0,2002,1,2,417,347,4,2,AdultMum,AdultDad,11,2
1477,Male,0,2002,1,7,379,349,6,3,AdultMum,AdultDad,9,6
1478,Female,0,2002,1,9,485,227,2,6,AdultMum,AdultDad,12,7
1479,Female,0,2002,1,2,439,230,3,6,AdultMum,AdultDad,8,6
1480,Female,0,2002,1,9,289,307,8,2,AdultMum,AdultDad,10,2
1481,Female,1,2002,1,6,388,326,5,1,AdultMum,AdultDad,9,10
1482,Male,0,2002,1,2,470,234,2,6,AdultMum,AdultDad,9,9
1483,Female,0,2002,1,10,491,288,1,2,AdultMum,AdultDad,9,2
1484,Female,0,2002,0,0,209,283,11,2,AdultMum,AdultDad,14,2
1485,Female,0,2002,1,9,427,298,4,2,AdultMum,AdultDad,9,2
1486,Male,0,2002,1,3,464,286,2,2,AdultMum,AdultDad,7,2
1487,Male,0,2002,1,2,476,228,2,6,AdultMum,AdultDad,3,9
1488,Female,0,2002,1,9,306,266,8,5,AdultMum,AdultDad,11,5
1489,Female,0,2002,1,2,495,298,1,2,AdultMum,AdultDad,11,2
1490,Male,0,2002,1,8,366,228,6,6,AdultMum,AdultDad,10,9
1491,Female,0,2002,1,9,425,360,4,6,AdultMum,AdultDad,7,6
1492,Female,0,2002,0,0,275,253,9,5,AdultMum,AdultDad,11,5
1493,Female,0,2002,1,2,452,228,2,6,AdultMum,AdultDad,5,9
1494,Male,0,2002,0,0,354,228,6,6,AdultMum,AdultDad,13,9
1495,Female,0,2002,1,9,396,230,5,6,AdultMum,AdultDad,10,6
1496,Male,1,2002,1,2,280,479,8,3,AdultMum,AdultDad,12,8
1497,Female,0,2002,0,0,278,298,9,2,AdultMum,AdultDad,12,2
1498,Female,0,2002,1,6,368,262,6,5,AdultMum,AdultDad,9,5
1499,Male,0,2002,1,2,412,357,5,5,AdultMum,AdultDad,8,6
1500,Male,0,2002,0,0,509,297,1,2,AdultMum,AdultDad,6,7
1501,Female,0,2002,1,8,447,287,2,2,AdultMum,AdultDad,7,5
1502,Male,0,2002,1,4,409,350,5,4,AdultMum,AdultDad,6,4
1503,Female,0,2002,1,9,384,350,5,4,AdultMum,AdultDad,12,4
1504,Male,0,2002,1,8,423,414,4,0,AdultMum,LambDad,7,0
1505,Female,0,2002,1,2,407,289,5,2,AdultMum,AdultDad,8,2
1506,Male,0,2002,1,1,429,321,4,1,AdultMum,AdultDad,6,1
1507,Female,1,2002,1,8,360,230,6,6,AdultMum,AdultDad,11,6
1508,Male,1,2002,1,1,360,230,6,6,AdultMum,AdultDad,11,6
1509,Female,0,2002,1,9,343,187,6,9,AdultMum,AdultDad,7,9
1510,Male,0,2002,1,8,399,236,5,6,AdultMum,AdultDad,8,8
1511,Male,0,2002,0,0,364,320,6,1,AdultMum,AdultDad,9,1
1512,Male,0,2002,1,2,457,227,2,6,AdultMum,AdultDad,11,7
1513,Male,0,2002,1,2,502,287,1,2,AdultMum,AdultDad,6,5
1514,Male,0,2002,1,2,373,312,6,2,AdultMum,AdultDad,9,5
1515,Male,0,2002,0,0,442,346,4,2,AdultMum,AdultDad,7,2
1516,Female,0,2002,1,4,404,298,5,2,AdultMum,AdultDad,11,2
1517,Female,0,2002,0,0,482,238,2,6,AdultMum,AdultDad,5,6
1518,Female,0,2002,1,6,483,236,2,6,AdultMum,AdultDad,9,8
1519,Female,0,2002,1,7,318,266,7,5,AdultMum,AdultDad,9,5
1520,Female,0,2002,1,7,475,284,2,2,AdultMum,AdultDad,3,2
1521,Male,0,2002,1,2,488,295,2,2,AdultMum,AdultDad,4,2
1522,Male,0,2002,0,0,310,280,8,3,AdultMum,AdultDad,11,3
1523,Male,0,2002,0,0,380,371,6,2,AdultMum,AdultDad,13,2
1524,Female,0,2002,1,9,506,234,1,6,AdultMum,AdultDad,9,9
1525,Female,0,2002,1,2,579,290,0,2,LambMum,AdultDad,9,2
1526,Male,0,2002,1,2,465,252,2,5,AdultMum,AdultDad,6,5
1527,Male,0,2002,1,2,504,304,1,2,AdultMum,AdultDad,4,2
1528,Male,0,2002,1,2,515,266,1,5,AdultMum,AdultDad,9,5
1529,Female,0,2002,1,8,508,230,1,6,AdultMum,AdultDad,10,6
1530,Male,0,2001,0,0,497,331,0,0,LambMum,LambDad,1,1
1531,Female,0,2001,0,0,500,281,0,1,LambMum,AdultDad,1,5
1532,Female,0,2001,0,0,508,230,0,5,LambMum,AdultDad,10,6
1533,Male,0,2001,0,0,513,344,0,1,LambMum,AdultDad,1,1
1534,Male,0,2001,0,0,251,331,8,0,AdultMum,LambDad,12,1
1535,Male,0,2001,0,0,275,262,8,4,AdultMum,AdultDad,11,5
1536,Female,0,2001,0,0,252,341,8,1,AdultMum,AdultDad,9,2
1537,Male,1,2001,0,0,285,275,7,3,AdultMum,AdultDad,11,3
1538,Male,0,2001,0,0,301,286,7,1,AdultMum,AdultDad,8,2
1539,Female,0,2001,0,0,291,325,7,0,AdultMum,LambDad,11,0
1540,Female,0,2001,0,0,318,348,6,1,AdultMum,AdultDad,9,1
1541,Female,1,2001,0,0,329,267,6,4,AdultMum,AdultDad,7,8
1542,Male,1,2001,0,0,323,266,6,4,AdultMum,AdultDad,9,5
1543,Female,0,2001,0,0,379,357,5,4,AdultMum,AdultDad,9,6
1544,Male,0,2001,0,0,367,370,5,1,AdultMum,AdultDad,9,2
1545,Male,0,2001,0,0,378,230,5,5,AdultMum,AdultDad,11,6
1546,Male,0,2001,1,3,340,315,5,5,AdultMum,AdultDad,9,6
1547,Female,1,2001,0,0,376,359,5,4,AdultMum,AdultDad,6,6
1548,Male,1,2001,0,0,345,251,5,5,AdultMum,AdultDad,9,6
1549,Male,1,2001,0,0,375,236,5,5,AdultMum,AdultDad,5,8
1550,Female,0,2001,0,0,343,351,5,3,AdultMum,AdultDad,7,3
1551,Female,1,2001,0,0,337,331,5,0,AdultMum,LambDad,10,1
1552,Female,1,2001,0,0,355,359,5,4,AdultMum,AdultDad,15,6
1553,Female,0,2001,0,0,356,262,5,4,AdultMum,AdultDad,6,5
1554,Male,0,2001,0,0,364,357,5,4,AdultMum,AdultDad,9,6
1555,Male,0,2001,0,0,380,262,5,4,AdultMum,AdultDad,13,5
1556,Female,1,2001,0,0,372,340,5,1,AdultMum,AdultDad,6,3
1557,Male,0,2001,0,0,399,266,4,4,AdultMum,AdultDad,8,5
1558,Male,0,2001,0,0,388,306,4,1,AdultMum,AdultDad,9,2
1559,Female,0,2001,0,0,405,340,4,1,AdultMum,AdultDad,11,3
1560,Male,0,2001,1,1,384,356,4,4,AdultMum,AdultDad,12,5
1561,Male,0,2001,0,0,389,267,4,4,AdultMum,AdultDad,8,8
1562,Female,1,2001,0,0,441,359,3,4,AdultMum,AdultDad,9,6
1563,Female,1,2001,0,0,441,359,3,4,AdultMum,AdultDad,9,6
1564,Female,0,2001,0,0,431,353,3,3,AdultMum,AdultDad,11,7
1565,Female,0,2001,0,0,415,237,3,5,AdultMum,AdultDad,9,6
1566,Female,0,2001,0,0,426,315,3,5,AdultMum,AdultDad,7,6
1567,Male,0,2001,0,0,432,343,2,1,AdultMum,AdultDad,6,2
1568,Male,0,2001,0,0,440,355,2,3,AdultMum,AdultDad,6,3
1569,Male,1,2001,0,0,262,342,8,1,AdultMum,AdultDad,9,2
1570,Male,0,2001,0,0,447,303,1,1,AdultMum,AdultDad,7,6
1571,Female,0,2001,1,1,450,228,1,5,AdultMum,AdultDad,5,9
1572,Male,0,2001,0,0,460,270,1,3,AdultMum,AdultDad,2,7
1573,Female,0,2001,0,0,492,298,0,1,LambMum,AdultDad,1,2
1574,Male,0,2001,0,0,477,270,1,3,AdultMum,AdultDad,6,7
1575,Male,0,2002,1,2,359,293,6,2,AdultMum,AdultDad,11,2
1576,Female,0,2002,0,0,279,487,8,2,AdultMum,AdultDad,11,7
1577,Male,0,2003,1,8,414,303,5,3,AdultMum,AdultDad,9,6
1578,Female,0,2003,1,7,455,312,3,3,AdultMum,AdultDad,5,5
1579,Male,0,2003,1,8,451,228,3,7,AdultMum,AdultDad,7,9
1580,Male,1,2003,1,1,346,234,7,7,AdultMum,AdultDad,9,9
1581,Male,1,2003,0,0,346,234,7,7,AdultMum,AdultDad,9,9
1582,Male,1,2003,1,7,416,303,5,3,AdultMum,AdultDad,11,6
1583,Female,1,2003,1,8,416,303,5,3,AdultMum,AdultDad,11,6
1584,Female,0,2003,1,3,579,357,1,6,AdultMum,AdultDad,9,6
1585,Male,0,2003,1,7,367,228,7,7,AdultMum,AdultDad,9,9
1586,Female,0,2003,1,7,457,234,3,7,AdultMum,AdultDad,11,9
1587,Female,0,2003,1,13,389,396,6,0,AdultMum,LambDad,8,0
1588,Male,1,2003,1,1,255,234,10,7,AdultMum,AdultDad,12,9
1589,Female,1,2003,1,8,255,379,10,0,AdultMum,LambDad,12,2
1590,Male,1,2003,1,4,459,511,3,1,AdultMum,AdultDad,5,3
1591,Female,1,2003,1,1,459,234,3,7,AdultMum,AdultDad,5,9
1592,Male,0,2003,1,7,449,303,3,3,AdultMum,AdultDad,7,6
1593,Male,0,2003,1,5,426,281,5,3,AdultMum,AdultDad,7,5
1594,Female,0,2003,1,7,432,312,4,3,AdultMum,AdultDad,6,5
1595,Male,1,2003,1,1,334,228,7,7,AdultMum,AdultDad,9,9
1596,Male,1,2003,0,0,334,349,7,4,AdultMum,AdultDad,9,6
1597,Male,0,2003,1,10,507,287,2,3,AdultMum,AdultDad,10,5
1598,Female,1,2003,1,8,280,236,9,7,AdultMum,AdultDad,12,8
1599,Female,1,2003,1,8,280,285,9,3,AdultMum,AdultDad,12,5
1600,Female,1,2003,1,1,333,333,7,2,AdultMum,AdultDad,9,7
1601,Female,1,2003,1,8,333,333,7,2,AdultMum,AdultDad,9,7
1602,Female,0,2003,1,1,536,334,0,2,LambMum,AdultDad,7,4
1603,Male,0,2003,1,1,577,234,2,7,AdultMum,AdultDad,9,9
1604,Male,0,2003,0,0,440,228,4,7,AdultMum,AdultDad,6,9
1605,Male,0,2003,0,0,539,422,0,2,LambMum,AdultDad,6,4
1606,Female,1,2003,1,8,386,287,6,3,AdultMum,AdultDad,14,5
1607,Female,1,2003,1,8,386,287,6,3,AdultMum,AdultDad,14,5
1608,Male,1,2003,1,1,398,495,6,3,AdultMum,AdultDad,10,5
1609,Male,0,2003,1,7,501,471,2,0,AdultMum,LambDad,4,7
1610,Female,0,2003,1,8,431,287,5,3,AdultMum,AdultDad,11,5
1611,Female,1,2003,1,8,441,303,5,3,AdultMum,AdultDad,9,6
1612,Female,1,2003,0,0,441,287,5,3,AdultMum,AdultDad,9,5
1613,Male,0,2003,1,1,504,357,2,6,AdultMum,AdultDad,4,6
1614,Male,0,2003,1,3,519,362,2,2,AdultMum,AdultDad,6,6
1615,Female,0,2003,1,8,242,285,10,3,AdultMum,AdultDad,11,5
1616,Male,0,2003,1,6,438,324,4,2,AdultMum,AdultDad,8,4
