ID,Sex,Twin,BirthYear,Year,Age,OffspringBorn,Lifespan,MotherID,FatherID,MumAge,DadAge,MumAgeClass,DadAgeClass,MumLifespan,DadLifespan
633,Female,0,2003,2008,5,1,6,279,187,5,3,AdultMum,AdultDad,6,5
633,Female,0,2003,2009,6,0,6,279,187,5,3,AdultMum,AdultDad,6,5
634,Female,0,2003,2003,0,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2004,1,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2005,2,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2006,3,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2007,4,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2008,5,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2009,6,1,7,166,224,10,0,AdultMum,LambDad,11,1
634,Female,0,2003,2010,7,0,7,166,224,10,0,AdultMum,LambDad,11,1
635,Male,0,2003,2003,0,1,5,199,240,8,0,AdultMum,LambDad,12,4
635,Male,0,2003,2004,1,2,5,199,240,8,0,AdultMum,LambDad,12,4
635,Male,0,2003,2005,2,2,5,199,240,8,0,AdultMum,LambDad,12,4
635,Male,0,2003,2006,3,0,5,199,240,8,0,AdultMum,LambDad,12,4
635,Male,0,2003,2007,4,1,5,199,240,8,0,AdultMum,LambDad,12,4
635,Male,0,2003,2008,5,1,5,199,240,8,0,AdultMum,LambDad,12,4
636,Male,1,2003,2003,0,0,3,173,291,9,2,AdultMum,AdultDad,11,6
636,Male,1,2003,2004,1,0,3,173,291,9,2,AdultMum,AdultDad,11,6
636,Male,1,2003,2005,2,NA,3,173,291,9,2,AdultMum,AdultDad,11,6
636,Male,1,2003,2006,3,0,3,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2003,0,1,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2004,1,1,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2005,2,1,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2006,3,1,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2007,4,2,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2008,5,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2009,6,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2010,7,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2011,8,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2012,9,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2013,10,0,11,173,291,9,2,AdultMum,AdultDad,11,6
637,Female,1,2003,2014,11,0,11,173,291,9,2,AdultMum,AdultDad,11,6
638,Female,0,2003,2003,0,1,1,313,248,3,3,AdultMum,AdultDad,6,5
638,Female,0,2003,2004,1,0,1,313,248,3,3,AdultMum,AdultDad,6,5
639,Female,0,2003,2003,0,1,1,323,137,4,7,AdultMum,AdultDad,6,9
639,Female,0,2003,2004,1,0,1,323,137,4,7,AdultMum,AdultDad,6,9
640,Male,0,2003,2003,0,0,3,272,139,5,7,AdultMum,AdultDad,9,8
640,Male,0,2003,2004,1,0,3,272,139,5,7,AdultMum,AdultDad,9,8
640,Male,0,2003,2005,2,1,3,272,139,5,7,AdultMum,AdultDad,9,8
640,Male,0,2003,2006,3,0,3,272,139,5,7,AdultMum,AdultDad,9,8
641,Male,0,2003,2003,0,0,1,380,250,0,2,LambMum,AdultDad,4,4
641,Male,0,2003,2004,1,NA,1,380,250,0,2,LambMum,AdultDad,4,4
642,Female,0,2003,2003,0,1,1,366,244,0,1,LambMum,AdultDad,9,5
642,Female,0,2003,2004,1,0,1,366,244,0,1,LambMum,AdultDad,9,5
643,Female,0,2003,2003,0,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2004,1,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2005,2,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2006,3,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2007,4,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2008,5,1,6,346,170,2,3,AdultMum,AdultDad,8,5
643,Female,0,2003,2009,6,0,6,346,170,2,3,AdultMum,AdultDad,8,5
644,Male,0,2003,2003,0,0,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2004,1,0,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2005,2,2,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2006,3,0,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2007,4,3,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2008,5,2,6,352,176,1,3,AdultMum,AdultDad,7,7
644,Male,0,2003,2009,6,0,6,352,176,1,3,AdultMum,AdultDad,7,7
645,Male,0,2003,2003,0,0,1,214,248,7,3,AdultMum,AdultDad,9,5
645,Male,0,2003,2004,1,0,1,214,248,7,3,AdultMum,AdultDad,9,5
646,Male,0,2003,2003,0,0,2,336,248,2,3,AdultMum,AdultDad,9,5
646,Male,0,2003,2004,1,NA,2,336,248,2,3,AdultMum,AdultDad,9,5
646,Male,0,2003,2005,2,0,2,336,248,2,3,AdultMum,AdultDad,9,5
647,Female,0,2003,2003,0,0,1,269,202,5,2,AdultMum,AdultDad,11,4
647,Female,0,2003,2004,1,0,1,269,202,5,2,AdultMum,AdultDad,11,4
648,Male,0,2003,2003,0,0,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2004,1,1,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2005,2,1,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2006,3,2,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2007,4,1,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2008,5,0,6,319,170,3,3,AdultMum,AdultDad,12,5
648,Male,0,2003,2009,6,0,6,319,170,3,3,AdultMum,AdultDad,12,5
649,Female,0,2003,2003,0,0,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2004,1,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2005,2,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2006,3,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2007,4,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2008,5,0,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2009,6,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2010,7,1,8,325,201,2,2,AdultMum,AdultDad,9,7
649,Female,0,2003,2011,8,0,8,325,201,2,2,AdultMum,AdultDad,9,7
650,Male,0,2003,2003,0,0,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2004,1,0,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2005,2,2,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2006,3,1,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2007,4,4,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2008,5,3,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2009,6,4,7,237,178,7,3,AdultMum,AdultDad,9,7
650,Male,0,2003,2010,7,4,7,237,178,7,3,AdultMum,AdultDad,9,7
651,Female,0,2003,2003,0,2,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2004,1,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2005,2,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2006,3,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2007,4,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2008,5,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2009,6,0,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2010,7,1,8,259,202,6,2,AdultMum,AdultDad,11,4
651,Female,0,2003,2011,8,0,8,259,202,6,2,AdultMum,AdultDad,11,4
652,Female,0,2003,2003,0,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2004,1,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2005,2,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2006,3,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2007,4,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2008,5,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2009,6,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2010,7,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2011,8,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2012,9,1,10,151,132,10,7,AdultMum,AdultDad,12,9
652,Female,0,2003,2013,10,0,10,151,132,10,7,AdultMum,AdultDad,12,9
653,Female,0,2003,2003,0,0,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2004,1,1,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2005,2,1,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2006,3,2,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2007,4,1,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2008,5,2,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2009,6,2,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2010,7,2,8,335,187,2,3,AdultMum,AdultDad,9,5
653,Female,0,2003,2011,8,0,8,335,187,2,3,AdultMum,AdultDad,9,5
654,Female,0,2003,2003,0,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2004,1,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2005,2,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2006,3,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2007,4,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2008,5,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2009,6,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2010,7,1,8,273,132,5,7,AdultMum,AdultDad,8,9
654,Female,0,2003,2011,8,0,8,273,132,5,7,AdultMum,AdultDad,8,9
655,Female,0,2003,2003,0,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2004,1,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2005,2,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2006,3,2,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2007,4,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2008,5,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2009,6,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2010,7,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2011,8,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2012,9,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2013,10,1,11,388,178,1,3,AdultMum,AdultDad,10,7
655,Female,0,2003,2014,11,0,11,388,178,1,3,AdultMum,AdultDad,10,7
656,Female,0,2003,2003,0,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2004,1,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2005,2,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2006,3,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2007,4,2,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2008,5,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2009,6,2,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2010,7,1,8,265,222,5,3,AdultMum,AdultDad,9,3
656,Female,0,2003,2011,8,0,8,265,222,5,3,AdultMum,AdultDad,9,3
657,Female,0,2003,2003,0,1,1,340,291,2,2,AdultMum,AdultDad,12,6
657,Female,0,2003,2004,1,0,1,340,291,2,2,AdultMum,AdultDad,12,6
658,Female,0,2003,2003,0,0,5,298,189,3,3,AdultMum,AdultDad,5,5
658,Female,0,2003,2004,1,0,5,298,189,3,3,AdultMum,AdultDad,5,5
658,Female,0,2003,2005,2,1,5,298,189,3,3,AdultMum,AdultDad,5,5
658,Female,0,2003,2006,3,1,5,298,189,3,3,AdultMum,AdultDad,5,5
658,Female,0,2003,2007,4,1,5,298,189,3,3,AdultMum,AdultDad,5,5
658,Female,0,2003,2008,5,1,5,298,189,3,3,AdultMum,AdultDad,5,5
659,Male,0,2003,2003,0,0,1,221,289,7,0,AdultMum,LambDad,9,2
659,Male,0,2003,2004,1,0,1,221,289,7,0,AdultMum,LambDad,9,2
660,Female,0,2003,2003,0,1,1,348,193,2,2,AdultMum,AdultDad,8,6
660,Female,0,2003,2004,1,1,1,348,193,2,2,AdultMum,AdultDad,8,6
661,Male,0,2003,2003,0,NA,1,353,184,1,3,AdultMum,AdultDad,10,7
661,Male,0,2003,2004,1,0,1,353,184,1,3,AdultMum,AdultDad,10,7
662,Male,1,2003,2003,0,0,1,310,201,3,2,AdultMum,AdultDad,5,7
662,Male,1,2003,2004,1,2,1,310,201,3,2,AdultMum,AdultDad,5,7
663,Male,1,2003,2003,0,0,1,310,201,3,2,AdultMum,AdultDad,5,7
663,Male,1,2003,2004,1,0,1,310,201,3,2,AdultMum,AdultDad,5,7
664,Female,0,2003,2003,0,1,1,286,221,4,3,AdultMum,AdultDad,12,7
664,Female,0,2003,2004,1,0,1,286,221,4,3,AdultMum,AdultDad,12,7
665,Male,0,2003,2003,0,0,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2004,1,0,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2005,2,0,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2006,3,NA,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2007,4,NA,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2008,5,NA,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2009,6,NA,7,209,221,7,3,AdultMum,AdultDad,9,7
665,Male,0,2003,2010,7,0,7,209,221,7,3,AdultMum,AdultDad,9,7
666,Male,0,2003,2003,0,0,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2004,1,0,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2005,2,0,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2006,3,1,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2007,4,NA,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2008,5,NA,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2009,6,NA,7,255,193,6,2,AdultMum,AdultDad,8,6
666,Male,0,2003,2010,7,1,7,255,193,6,2,AdultMum,AdultDad,8,6
667,Male,0,2003,2003,0,0,1,326,164,2,6,AdultMum,AdultDad,6,8
667,Male,0,2003,2004,1,0,1,326,164,2,6,AdultMum,AdultDad,6,8
668,Female,0,2003,2003,0,NA,3,321,285,3,3,AdultMum,AdultDad,10,7
668,Female,0,2003,2004,1,NA,3,321,285,3,3,AdultMum,AdultDad,10,7
668,Female,0,2003,2005,2,NA,3,321,285,3,3,AdultMum,AdultDad,10,7
668,Female,0,2003,2006,3,NA,3,321,285,3,3,AdultMum,AdultDad,10,7
669,Female,0,2003,2003,0,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2004,1,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2005,2,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2006,3,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2007,4,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2008,5,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2009,6,1,7,183,213,9,6,AdultMum,AdultDad,11,6
669,Female,0,2003,2010,7,0,7,183,213,9,6,AdultMum,AdultDad,11,6
670,Male,0,2003,2003,0,0,1,178,132,9,7,AdultMum,AdultDad,10,9
670,Male,0,2003,2004,1,0,1,178,132,9,7,AdultMum,AdultDad,10,9
671,Female,0,2003,2003,0,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2004,1,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2005,2,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2006,3,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2007,4,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2008,5,2,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2009,6,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2010,7,1,8,283,170,4,3,AdultMum,AdultDad,8,5
671,Female,0,2003,2011,8,0,8,283,170,4,3,AdultMum,AdultDad,8,5
672,Female,0,2003,2003,0,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2004,1,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2005,2,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2006,3,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2007,4,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2008,5,1,6,227,250,7,2,AdultMum,AdultDad,9,4
672,Female,0,2003,2009,6,1,6,227,250,7,2,AdultMum,AdultDad,9,4
673,Female,0,2003,2003,0,1,1,258,251,6,3,AdultMum,AdultDad,11,3
673,Female,0,2003,2004,1,0,1,258,251,6,3,AdultMum,AdultDad,11,3
674,Male,0,2003,2003,0,0,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2004,1,0,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2005,2,3,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2006,3,1,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2007,4,4,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2008,5,0,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2009,6,2,7,341,170,2,3,AdultMum,AdultDad,11,5
674,Male,0,2003,2010,7,1,7,341,170,2,3,AdultMum,AdultDad,11,5
675,Female,0,2003,2003,0,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2004,1,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2005,2,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2006,3,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2007,4,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2008,5,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2009,6,1,7,243,132,6,7,AdultMum,AdultDad,8,9
675,Female,0,2003,2010,7,1,7,243,132,6,7,AdultMum,AdultDad,8,9
676,Female,0,2003,2003,0,0,1,307,170,3,3,AdultMum,AdultDad,10,5
676,Female,0,2003,2004,1,0,1,307,170,3,3,AdultMum,AdultDad,10,5
677,Female,0,2003,2003,0,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2004,1,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2005,2,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2006,3,2,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2007,4,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2008,5,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2009,6,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2010,7,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2011,8,1,9,228,137,7,7,AdultMum,AdultDad,10,9
677,Female,0,2003,2012,9,2,9,228,137,7,7,AdultMum,AdultDad,10,9
678,Female,0,2003,2003,0,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2004,1,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2005,2,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2006,3,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2007,4,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2008,5,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2009,6,NA,7,318,290,3,2,AdultMum,AdultDad,8,6
678,Female,0,2003,2010,7,0,7,318,290,3,2,AdultMum,AdultDad,8,6
679,Male,0,2003,2003,0,0,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2004,1,0,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2005,2,0,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2006,3,0,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2007,4,2,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2008,5,0,6,224,194,7,2,AdultMum,AdultDad,15,3
679,Male,0,2003,2009,6,NA,6,224,194,7,2,AdultMum,AdultDad,15,3
680,Male,0,2000,2000,0,NA,4,217,166,4,0,AdultMum,LambDad,6,5
680,Male,0,2000,2001,1,NA,4,217,166,4,0,AdultMum,LambDad,6,5
680,Male,0,2000,2002,2,NA,4,217,166,4,0,AdultMum,LambDad,6,5
680,Male,0,2000,2003,3,1,4,217,166,4,0,AdultMum,LambDad,6,5
680,Male,0,2000,2004,4,0,4,217,166,4,0,AdultMum,LambDad,6,5
681,Male,0,2003,2003,0,NA,1,385,236,0,0,LambMum,LambDad,2,1
681,Male,0,2003,2004,1,0,1,385,236,0,0,LambMum,LambDad,2,1
682,Female,0,2004,2004,0,0,1,259,170,7,4,AdultMum,AdultDad,11,5
682,Female,0,2004,2005,1,NA,1,259,170,7,4,AdultMum,AdultDad,11,5
683,Female,0,2004,2004,0,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2005,1,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2006,2,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2007,3,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2008,4,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2009,5,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2010,6,1,7,299,132,4,8,AdultMum,AdultDad,5,9
683,Female,0,2004,2011,7,0,7,299,132,4,8,AdultMum,AdultDad,5,9
684,Female,0,2004,2004,0,0,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2005,1,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2006,2,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2007,3,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2008,4,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2009,5,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2010,6,0,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2011,7,0,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2012,8,1,9,289,234,5,1,AdultMum,AdultDad,6,2
684,Female,0,2004,2013,9,0,9,289,234,5,1,AdultMum,AdultDad,6,2
685,Male,0,2004,2004,0,0,2,325,250,3,3,AdultMum,AdultDad,9,4
685,Male,0,2004,2005,1,NA,2,325,250,3,3,AdultMum,AdultDad,9,4
685,Male,0,2004,2006,2,NA,2,325,250,3,3,AdultMum,AdultDad,9,4
686,Female,0,2004,2004,0,0,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2005,1,1,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2006,2,1,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2007,3,1,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2008,4,1,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2009,5,1,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2010,6,0,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2011,7,0,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2012,8,0,9,331,276,3,6,AdultMum,AdultDad,4,9
686,Female,0,2004,2013,9,1,9,331,276,3,6,AdultMum,AdultDad,4,9
687,Male,0,2004,2004,0,0,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2005,1,0,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2006,2,2,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2007,3,6,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2008,4,9,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2009,5,7,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2010,6,5,7,337,168,3,4,AdultMum,AdultDad,10,5
687,Male,0,2004,2011,7,4,7,337,168,3,4,AdultMum,AdultDad,10,5
688,Female,0,2004,2004,0,0,2,263,281,7,3,AdultMum,AdultDad,10,3
688,Female,0,2004,2005,1,0,2,263,281,7,3,AdultMum,AdultDad,10,3
688,Female,0,2004,2006,2,NA,2,263,281,7,3,AdultMum,AdultDad,10,3
689,Female,0,2004,2004,0,0,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2005,1,1,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2006,2,0,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2007,3,1,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2008,4,1,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2009,5,1,6,272,280,6,0,AdultMum,LambDad,9,1
689,Female,0,2004,2010,6,0,6,272,280,6,0,AdultMum,LambDad,9,1
690,Female,0,2004,2004,0,0,3,267,137,6,8,AdultMum,AdultDad,9,9
690,Female,0,2004,2005,1,NA,3,267,137,6,8,AdultMum,AdultDad,9,9
690,Female,0,2004,2006,2,NA,3,267,137,6,8,AdultMum,AdultDad,9,9
690,Female,0,2004,2007,3,NA,3,267,137,6,8,AdultMum,AdultDad,9,9
